SV_ID	CHR	DUP_start	DUP_end	gene_id	gene_name	gene_chr	gene_start	gene_end	gene_biotype
DUP00000368	7	15183846	62721171	ENSBTAG00000053601	NA	7	42262988	42263959	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000048753	NA	7	42285092	42286063	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000052410	NA	7	42323260	42324222	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000053496	U6	7	42342840	42342943	snRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000030714	NA	7	42355723	42375280	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000047519	NA	7	42407708	42408646	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000016065	NA	7	42475686	42476878	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000024809	MGC137030	7	42489710	42498706	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000030711	LYPD8	7	42512363	42523170	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000002645	SH3BP5L	7	42598262	42612110	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000046984	ZNF672	7	42627861	42629258	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000021115	ZNF692	7	42630682	42639054	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000019814	PGBD2	7	42726724	42735807	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000046200	NA	7	42764971	42765894	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000046953	NA	7	42798234	42799181	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000009273	NA	7	42821634	42822967	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000045589	NA	7	42851442	42852383	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000049046	NA	7	42896300	42897241	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000052753	NA	7	42931212	42932153	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000052768	NA	7	42939788	42940729	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000048841	NA	7	42948026	42948967	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000000717	PLPP2	7	43016868	43028554	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000019767	MIER2	7	43033570	43056703	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000048393	THEG	7	43065034	43078436	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000047560	C2CD4C	7	43101617	43102879	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000016072	SHC2	7	43109357	43137776	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000039372	ODF3L2	7	43140374	43145019	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000050765	NA	7	43148595	43151932	lncRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000039355	MADCAM1	7	43158741	43163414	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000010772	TPGS1	7	43164988	43168955	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000002098	CDC34	7	43173660	43180341	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000002100	GZMM	7	43181976	43188286	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000016648	BSG	7	43201562	43208656	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000015050	HCN2	7	43213783	43234084	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000015051	POLRMT	7	43234029	43247499	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000027357	FGF22	7	43258842	43262337	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000014349	RNF126	7	43262900	43270904	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000003018	FSTL3	7	43279471	43285849	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000021616	PRSS57	7	43286640	43291810	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000019771	PALM	7	43299601	43324388	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000020269	MISP	7	43325602	43335553	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000045828	PTBP1	7	43367474	43378190	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000051609	PLPPR3	7	43378392	43387192	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000045829	AZU1	7	43391938	43394873	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000049418	U6	7	43393339	43393445	snRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000046105	PRTN3	7	43404172	43407636	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000046188	ELANE	7	43411277	43414454	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000048122	CFD	7	43416200	43418803	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000047217	MED16	7	43418785	43436614	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000053281	U6	7	43436675	43436781	snRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000046406	R3HDM4	7	43439368	43449545	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000037418	KISS1R	7	43450410	43457295	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000008607	ARID3A	7	43469763	43498705	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000002434	WDR18	7	43504777	43512448	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000025597	GRIN3B	7	43514607	43523552	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000011351	TMEM259	7	43523685	43530420	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000020764	CNN2	7	43534716	43543285	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000020766	ABCA7	7	43545179	43561826	pseudogene
DUP00000368	7	15183846	62721171	ENSBTAG00000020772	ARHGAP45	7	43563371	43575583	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000020776	POLR2E	7	43579125	43583576	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000053003	GPX4	7	43588660	43591106	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000020780	SBNO2	7	43592131	43635409	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000011639	STK11	7	43656058	43670433	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000025233	CBARP	7	43673071	43679019	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000000550	ATP5F1D	7	43683704	43685876	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000012172	MIDN	7	43688529	43698292	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000007480	CIRBP	7	43707339	43712131	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000046542	FAM174C	7	43713177	43716027	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000038221	EFNA2	7	43722703	43737303	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000030839	PWWP3A	7	43787377	43804425	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000019419	NDUFS7	7	43805788	43814284	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000004112	GAMT	7	43814700	43817778	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000019714	DAZAP1	7	43824822	43843948	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000019718	RPS15	7	43846494	43848179	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000015433	APC2	7	43851930	43875954	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000051357	C7H19orf25	7	43878088	43883085	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000002305	PCSK4	7	43888437	43894724	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000002311	REEP6	7	43895971	43901427	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000054601	NA	7	43901763	43905735	lncRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000046263	ADAMTSL5	7	43910025	43918385	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000012150	NA	7	43930508	43937290	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000040334	MEX3D	7	43947454	43955283	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000038409	MBD3	7	43960115	43968745	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000008692	UQCR11	7	43976251	43979203	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000008695	TCF3	7	43981884	44015020	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000047578	ONECUT3	7	44101470	44119960	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000020229	ATP8B3	7	44124692	44145536	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000020232	REXO1	7	44150051	44169237	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000038055	KLF16	7	44173869	44182700	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000025277	ABHD17A	7	44190928	44199228	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000050118	NA	7	44212449	44219855	lncRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000045762	SCAMP4	7	44220150	44237062	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000016797	CSNK1G2	7	44243734	44268032	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000049433	bta-mir-6120	7	44262287	44262357	miRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000016108	BTBD2	7	44280997	44302294	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000003671	SOWAHA	7	44402106	44403797	pseudogene
DUP00000368	7	15183846	62721171	ENSBTAG00000014676	SHROOM1	7	44413310	44421245	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000009478	GDF9	7	44442457	44445396	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000009479	UQCRQ	7	44447301	44448594	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000018926	LEAP2	7	44453424	44454339	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000009482	AFF4	7	44460187	44540470	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000043524	U6	7	44562859	44562965	snRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000030616	ZCCHC10	7	44567086	44580862	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000015683	HSPA4	7	44607161	44661126	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000051073	5S_rRNA	7	44779835	44779953	rRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000017105	FSTL4	7	44827999	45259343	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000013112	C7H5orf15	7	45648094	45661066	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000013113	VDAC1	7	45663905	45696087	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000001002	TCF7	7	45768913	45800957	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000025191	SKP1	7	45805773	45817876	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000000469	PPP2CA	7	45843018	45867877	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000049145	bta-mir-2285di	7	45889767	45889827	miRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000010979	CDKL3	7	45909928	45941170	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000010982	UBE2B	7	45944974	45957591	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000010984	CDKN2AIPNL	7	45966236	45972424	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000021687	JADE2	7	46067083	46118414	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000050332	NA	7	46122495	46126593	lncRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000021226	SAR1B	7	46133106	46163331	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000043460	U6	7	46145257	46145362	snRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000018322	SEC24A	7	46170428	46243671	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000021519	CAMLG	7	46248646	46257167	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000021520	DDX46	7	46263607	46314820	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000012762	C7H5orf24	7	46322048	46329335	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000051363	5S_rRNA	7	46341419	46341537	rRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000014744	TXNDC15	7	46354701	46370643	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000050621	PCBD2	7	46376971	46418526	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000014746	CATSPER3	7	46424173	46455511	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000004602	PITX1	7	46474432	46481011	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000016105	MACROH2A1	7	46799693	46882561	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000017648	TIFAB	7	46933223	46936586	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000003331	NEUROG1	7	47029278	47030021	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000006694	CXCL14	7	47070286	47078939	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000018287	SLC25A48	7	47265962	47309568	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000018290	IL9	7	47325570	47328407	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000025182	FBXL21	7	47371699	47390345	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000001247	LECT2	7	47392302	47404408	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000009513	TGFBI	7	47430704	47501496	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000045473	Vault	7	47514041	47514133	misc_RNA
DUP00000368	7	15183846	62721171	ENSBTAG00000052177	NA	7	47557666	47557927	misc_RNA
DUP00000368	7	15183846	62721171	ENSBTAG00000055062	SMAD5	7	47561017	47623314	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000050437	NA	7	47561884	47562012	misc_RNA
DUP00000368	7	15183846	62721171	ENSBTAG00000055229	NA	7	47562101	47562225	misc_RNA
DUP00000368	7	15183846	62721171	ENSBTAG00000054397	NA	7	47562259	47562431	misc_RNA
DUP00000368	7	15183846	62721171	ENSBTAG00000054891	SMIM32	7	47634050	47634361	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000014638	TRPC7	7	47651292	47806171	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000003502	SPOCK1	7	48367043	48947295	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000002796	KLHL3	7	49069108	49190970	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000037307	bta-mir-874	7	49091396	49091471	miRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000016929	HNRNPA0	7	49214888	49218365	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000007782	MYOT	7	49334671	49357200	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000007785	PKD2L2	7	49358740	49403930	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000020041	FAM13B	7	49404262	49479615	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000044792	NA	7	49514910	49515045	scaRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000005570	WNT8A	7	49525958	49530902	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000008752	NME5	7	49553095	49581666	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000054560	NA	7	49583592	49589810	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000008753	BRD8	7	49592340	49612744	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000008759	CDC23	7	49612809	49642263	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000008758	KIF20A	7	49613257	49621657	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000044864	NA	7	49639624	49639750	snoRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000005288	GFRA3	7	49676538	49695901	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000005293	CDC25C	7	49701226	49731890	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000048053	SLBP2	7	49732269	49736500	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000030529	FAM53C	7	49736828	49746610	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000044422	bta-mir-2459	7	49737453	49737522	miRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000010063	KDM3B	7	49749644	49805938	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000010068	REEP2	7	49808753	49814912	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000010069	EGR1	7	49825961	49830306	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000054382	NA	7	49845404	49853104	lncRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000011415	ETF1	7	49858047	49886144	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000052249	NA	7	49866374	49869645	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000011419	HSPA9	7	49894161	49909804	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000045306	SNORD63	7	49897187	49897251	snoRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000043776	SNORD63	7	49898601	49898672	snoRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000014182	CTNNA1	7	49921360	50255751	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000004415	NA	7	50070571	50075962	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000029283	5S_rRNA	7	50132003	50132116	rRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000014192	LRRTM2	7	50189492	50193541	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000033747	SIL1	7	50264021	50520479	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000046926	NA	7	50320206	50320462	pseudogene
DUP00000368	7	15183846	62721171	ENSBTAG00000044898	SNORA74	7	50582743	50582883	snoRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000049931	bta-mir-1949	7	50582819	50582886	miRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000042256	SNORA74	7	50584707	50584906	snoRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000006756	MATR3	7	50593615	50620401	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000008224	PAIP2	7	50628259	50645911	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000010798	SLC23A1	7	50647652	50660051	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000038337	MZB1	7	50661348	50663428	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000030520	PROB1	7	50662953	50669077	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000017957	SPATA24	7	50670564	50675970	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000002286	DNAJC18	7	50680729	50712129	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000030518	ECSCR	7	50720267	50729286	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000030517	SMIM33	7	50730802	50732591	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000002296	STING1	7	50736654	50743097	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000004161	UBE2D2	7	50789407	50831986	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000003986	CXXC5	7	50878379	50886363	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000000238	PSD2	7	50988391	51027492	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000010689	NRG2	7	51031920	51226063	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000042790	U6	7	51253274	51253379	snRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000008881	PURA	7	51298957	51302491	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000025226	IGIP	7	51314286	51314779	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000016595	CYSTM1	7	51364569	51435249	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000051779	PFDN1	7	51435093	51510425	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000021766	HBEGF	7	51533600	51544783	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000021775	SLC4A9	7	51558951	51572952	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000054857	NA	7	51611093	51667303	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000054923	U6	7	51639285	51639391	snRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000010871	NA	7	51705072	51715786	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000052310	EIF4EBP3	7	51722071	51724000	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000001449	SRA1	7	51724953	51730918	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000001450	APBB3	7	51731683	51737917	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000030584	SLC35A4	7	51738224	51743133	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000015032	CD14	7	51762895	51765768	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000030589	TMCO6	7	51772645	51778631	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000015041	NDUFA2	7	51778423	51780743	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000015034	IK	7	51780969	51793195	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000015042	WDR55	7	51795499	51800408	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000018845	DND1	7	51800738	51803455	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000018847	HARS1	7	51803863	51817052	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000025212	HARS2	7	51817094	51824132	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000005441	ZMAT2	7	51825588	51830683	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000028358	Vault	7	51833316	51833412	misc_RNA
DUP00000368	7	15183846	62721171	ENSBTAG00000046190	PCDHA2	7	51894458	51897914	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000049097	NA	7	51897197	51897604	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000046717	PCDHA3	7	51902109	51904514	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000052107	NA	7	51903914	51904321	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000049152	PCDHA4	7	51905934	51910680	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000049759	NA	7	51910089	51910496	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000015439	NA	7	51920612	51933005	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000049214	NA	7	51922417	51922824	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000054587	NA	7	51932393	51932800	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000054506	NA	7	51937544	51937951	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000052605	NA	7	51947791	51948198	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000048510	NA	7	51961575	51961982	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000051344	NA	7	51969350	51969757	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000054285	NA	7	51976791	51977198	pseudogene
DUP00000368	7	15183846	62721171	ENSBTAG00000030227	PCDHA13	7	51980790	51986518	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000053013	NA	7	51982595	51983002	pseudogene
DUP00000368	7	15183846	62721171	ENSBTAG00000053546	PCDHAC2	7	52009933	52103881	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000053988	NA	7	52043909	52044506	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000037885	PCDHB1	7	52169913	52172369	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000045858	NA	7	52176550	52177263	processed_pseudogene
DUP00000368	7	15183846	62721171	ENSBTAG00000053160	NA	7	52210138	52225922	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000049493	NA	7	52225228	52404283	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000030474	NA	7	52258295	52341360	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000054343	NA	7	52307777	52309917	pseudogene
DUP00000368	7	15183846	62721171	ENSBTAG00000050840	NA	7	52317358	52352399	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000049316	NA	7	52367215	52368274	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000011938	SLC25A2	7	52392586	52393491	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000040473	PCDHGA3	7	52428705	52436348	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000048645	NA	7	52434567	52434893	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000045683	PCDHGA5	7	52447920	52454072	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000017349	PCDHGC3	7	52469410	52598877	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000053294	NA	7	52488385	52494212	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000054576	NA	7	52497047	52501408	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000055200	NA	7	52501562	52505627	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000048933	NA	7	52541087	52541428	processed_pseudogene
DUP00000368	7	15183846	62721171	ENSBTAG00000054197	PCDHGC4	7	52573280	52576242	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000030499	NA	7	52602569	52714255	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000017360	HDAC3	7	52716398	52730098	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000017371	RELL2	7	52730710	52734386	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000049248	FCHSD1	7	52734445	52744832	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000015938	ARAP3	7	52747335	52773654	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000043606	U4	7	52781518	52781655	snRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000050487	NA	7	52852396	52894661	lncRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000012518	PCDH1	7	52931937	52958465	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000008435	DELE1	7	52987584	53004020	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000008437	PCDH12	7	53009272	53021867	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000005249	RNF14	7	53035569	53054126	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000007865	GNPDA1	7	53066435	53077719	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000047747	NDFIP1	7	53073060	53201931	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000008250	SPRY4	7	53339584	53351162	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000049273	NA	7	53344575	53344665	misc_RNA
DUP00000368	7	15183846	62721171	ENSBTAG00000049532	NA	7	53344809	53344931	misc_RNA
DUP00000368	7	15183846	62721171	ENSBTAG00000054037	NA	7	53351333	53508536	lncRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000005198	FGF1	7	53622273	53729308	protein_coding
DUP00000368	7	15183846	62721171	ENSBTAG00000044899	bta-mir-2460	7	53640794	53640861	miRNA
DUP00000368	7	15183846	62721171	ENSBTAG00000042624	NA	7	53663910	53664033	snoRNA
